bloco,irrigacao,biofertilizante,tratamento,produtividade_sacas_ha
Bloco_090,reduzida,com_biofertilizante,reduzida_com_biofertilizante,62.91
Bloco_090,adequada,sem_biofertilizante,adequada_sem_biofertilizante,67.75
Bloco_090,adequada,com_biofertilizante,adequada_com_biofertilizante,68.47
Bloco_091,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,46.62
Bloco_091,reduzida,com_biofertilizante,reduzida_com_biofertilizante,54.45
Bloco_091,adequada,sem_biofertilizante,adequada_sem_biofertilizante,59.89
Bloco_091,adequada,com_biofertilizante,adequada_com_biofertilizante,65.23
Bloco_092,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,58.56
Bloco_092,reduzida,com_biofertilizante,reduzida_com_biofertilizante,70.04
Bloco_092,adequada,sem_biofertilizante,adequada_sem_biofertilizante,75.04
Bloco_092,adequada,com_biofertilizante,adequada_com_biofertilizante,77.48
Bloco_093,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,51.59
Bloco_093,reduzida,com_biofertilizante,reduzida_com_biofertilizante,54.27
Bloco_093,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.15
Bloco_093,adequada,com_biofertilizante,adequada_com_biofertilizante,63.97
Bloco_094,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,54.78
Bloco_094,reduzida,com_biofertilizante,reduzida_com_biofertilizante,64.97
Bloco_094,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.45
Bloco_094,adequada,com_biofertilizante,adequada_com_biofertilizante,69.85
Bloco_095,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,50.63
Bloco_095,reduzida,com_biofertilizante,reduzida_com_biofertilizante,60.81
Bloco_095,adequada,sem_biofertilizante,adequada_sem_biofertilizante,54.62
Bloco_095,adequada,com_biofertilizante,adequada_com_biofertilizante,63.7
Bloco_096,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,55.43
Bloco_096,reduzida,com_biofertilizante,reduzida_com_biofertilizante,61.74
Bloco_096,adequada,sem_biofertilizante,adequada_sem_biofertilizante,59.18
Bloco_096,adequada,com_biofertilizante,adequada_com_biofertilizante,75.81
Bloco_097,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,54.94
Bloco_097,reduzida,com_biofertilizante,reduzida_com_biofertilizante,59.29
Bloco_097,adequada,sem_biofertilizante,adequada_sem_biofertilizante,56.42
Bloco_097,adequada,com_biofertilizante,adequada_com_biofertilizante,72.14
Bloco_098,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,41.97
Bloco_098,reduzida,com_biofertilizante,reduzida_com_biofertilizante,50.44
Bloco_098,adequada,sem_biofertilizante,adequada_sem_biofertilizante,54.85
Bloco_098,adequada,com_biofertilizante,adequada_com_biofertilizante,60.88
Bloco_099,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,42.16
Bloco_099,reduzida,com_biofertilizante,reduzida_com_biofertilizante,61.27
Bloco_099,adequada,sem_biofertilizante,adequada_sem_biofertilizante,61.97
Bloco_099,adequada,com_biofertilizante,adequada_com_biofertilizante,63.38
Bloco_100,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,50.21
Bloco_100,reduzida,com_biofertilizante,reduzida_com_biofertilizante,60.52
Bloco_100,adequada,sem_biofertilizante,adequada_sem_biofertilizante,61.9
Bloco_100,adequada,com_biofertilizante,adequada_com_biofertilizante,79.55
Bloco_101,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,59.72
Bloco_101,reduzida,com_biofertilizante,reduzida_com_biofertilizante,66.5
Bloco_101,adequada,sem_biofertilizante,adequada_sem_biofertilizante,71.38
Bloco_101,adequada,com_biofertilizante,adequada_com_biofertilizante,82.34
Bloco_102,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,49.62
Bloco_102,reduzida,com_biofertilizante,reduzida_com_biofertilizante,49.26
Bloco_102,adequada,sem_biofertilizante,adequada_sem_biofertilizante,52.57
Bloco_102,adequada,com_biofertilizante,adequada_com_biofertilizante,65.21
Bloco_103,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,61.32
Bloco_103,reduzida,com_biofertilizante,reduzida_com_biofertilizante,67.22
Bloco_103,adequada,sem_biofertilizante,adequada_sem_biofertilizante,70.38
Bloco_103,adequada,com_biofertilizante,adequada_com_biofertilizante,80.31
Bloco_104,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,51.56
Bloco_104,reduzida,com_biofertilizante,reduzida_com_biofertilizante,54.16
Bloco_104,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.56
Bloco_104,adequada,com_biofertilizante,adequada_com_biofertilizante,70.4
Bloco_105,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,57.4
Bloco_105,reduzida,com_biofertilizante,reduzida_com_biofertilizante,56.66
Bloco_105,adequada,sem_biofertilizante,adequada_sem_biofertilizante,59.25
Bloco_105,adequada,com_biofertilizante,adequada_com_biofertilizante,74.66
Bloco_106,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,52.43
Bloco_106,reduzida,com_biofertilizante,reduzida_com_biofertilizante,63.97
Bloco_106,adequada,sem_biofertilizante,adequada_sem_biofertilizante,56.86
Bloco_106,adequada,com_biofertilizante,adequada_com_biofertilizante,72.9
Bloco_107,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,53.65
Bloco_107,reduzida,com_biofertilizante,reduzida_com_biofertilizante,59.52
Bloco_107,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.39
Bloco_107,adequada,com_biofertilizante,adequada_com_biofertilizante,75.92
Bloco_108,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,45.84
Bloco_108,reduzida,com_biofertilizante,reduzida_com_biofertilizante,54.46
Bloco_108,adequada,sem_biofertilizante,adequada_sem_biofertilizante,60.34
Bloco_108,adequada,com_biofertilizante,adequada_com_biofertilizante,66.15
Bloco_109,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,43.54
Bloco_109,reduzida,com_biofertilizante,reduzida_com_biofertilizante,52.06
Bloco_109,adequada,sem_biofertilizante,adequada_sem_biofertilizante,60.22
Bloco_109,adequada,com_biofertilizante,adequada_com_biofertilizante,68.59
Bloco_110,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,55.66
Bloco_110,reduzida,com_biofertilizante,reduzida_com_biofertilizante,52.84
Bloco_110,adequada,sem_biofertilizante,adequada_sem_biofertilizante,61.46
Bloco_110,adequada,com_biofertilizante,adequada_com_biofertilizante,66.79
Bloco_111,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,50.76
Bloco_111,reduzida,com_biofertilizante,reduzida_com_biofertilizante,58.4
Bloco_111,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.74
Bloco_111,adequada,com_biofertilizante,adequada_com_biofertilizante,71.13
Bloco_112,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,50.51
Bloco_112,reduzida,com_biofertilizante,reduzida_com_biofertilizante,49.95
Bloco_112,adequada,sem_biofertilizante,adequada_sem_biofertilizante,57.59
Bloco_112,adequada,com_biofertilizante,adequada_com_biofertilizante,64.62
Bloco_113,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,65.16
Bloco_113,reduzida,com_biofertilizante,reduzida_com_biofertilizante,62.67
Bloco_113,adequada,sem_biofertilizante,adequada_sem_biofertilizante,69.67
Bloco_113,adequada,com_biofertilizante,adequada_com_biofertilizante,79.69
Bloco_114,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,48.56
Bloco_114,reduzida,com_biofertilizante,reduzida_com_biofertilizante,48.58
Bloco_114,adequada,sem_biofertilizante,adequada_sem_biofertilizante,59.97
Bloco_114,adequada,com_biofertilizante,adequada_com_biofertilizante,67.83
Bloco_115,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,45.69
Bloco_115,reduzida,com_biofertilizante,reduzida_com_biofertilizante,54.79
Bloco_115,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.63
Bloco_115,adequada,com_biofertilizante,adequada_com_biofertilizante,65.96
Bloco_116,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,44.64
Bloco_116,reduzida,com_biofertilizante,reduzida_com_biofertilizante,47.94
Bloco_116,adequada,sem_biofertilizante,adequada_sem_biofertilizante,53.29
Bloco_116,adequada,com_biofertilizante,adequada_com_biofertilizante,65.8
Bloco_117,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,50.65
Bloco_117,reduzida,com_biofertilizante,reduzida_com_biofertilizante,52.27
Bloco_117,adequada,sem_biofertilizante,adequada_sem_biofertilizante,62.17
Bloco_117,adequada,com_biofertilizante,adequada_com_biofertilizante,70.42
Bloco_118,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,55.98
Bloco_118,reduzida,com_biofertilizante,reduzida_com_biofertilizante,60.87
Bloco_118,adequada,sem_biofertilizante,adequada_sem_biofertilizante,68.03
Bloco_118,adequada,com_biofertilizante,adequada_com_biofertilizante,77.92
Bloco_119,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,54.97
Bloco_119,reduzida,com_biofertilizante,reduzida_com_biofertilizante,59.14
Bloco_119,adequada,sem_biofertilizante,adequada_sem_biofertilizante,69.81
Bloco_119,adequada,com_biofertilizante,adequada_com_biofertilizante,78.33
Bloco_120,reduzida,sem_biofertilizante,reduzida_sem_biofertilizante,48.13
Bloco_120,reduzida,com_biofertilizante,reduzida_com_biofertilizante,58.5
Bloco_120,adequada,sem_biofertilizante,adequada_sem_biofertilizante,66.36
Bloco_120,adequada,com_biofertilizante,adequada_com_biofertilizante,72.59
